topic,count,default_name,year_min,year_max,top_documents
278,14,278_jimmie_garlick_mr louis_mr garlick,1789,1911,"Incidents in the Life of a Slave Girl. Written by Herself (Harriet A. Jacobs): 1 | Slavery in the United States: A Narrative of the Life and Adventures of Charles Ball, a Black Man, Who Lived Forty Years in Maryland, South Carolina and Georgia, as a Slave Under Various Masters, and was One Year in the Navy with Commodore Barney, During the Late War (Charles  Ball): 1 | Narrative of the Life and Adventures of Henry Bibb, an American Slave, Written by Himself (Henry  Bibb): 1 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 1 | The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African. Written by Himself. Vol. I. (Olaudah  Equiano): 1"
279,14,279_lynch_crime_rape_person lynch,1839,1917,"The History of My Life and Work. Autobiography by Rev. M. L. Latta, A.M., D.D. (M. L. Latta): 3 | An Autobiography: The Story of My Life and Work (Booker T. Washington): 3 | The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man (Henry Clay Bruce): 2 | Booker T. Washington, Builder of a Civilization (Emmett J. Scott): 2 | American Slavery As It Is: Testimony of a Thousand Witnesses (Theodore Dwight Weld): 2"
280,14,280_allow nigger_dont allow_nigger_seat,1853,1895,"My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 3 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 3 | Frederick Douglass The Colored Orator (Frederic May Holland): 3 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 2 | Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853 (Solomon  Northup): 1"
281,14,281_master hugh_hugh_shipyard_gardiner,1845,1918,"My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 3 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 3 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 2 | Narrative of the Life of Frederick Douglass, an American Slave. Written by Himself (Frederick  Douglass): 2 | Uncle Tom's Companions: Or, Facts Stranger Than Fiction.  A Supplement to Uncle Tom's Cabin: Being Startling Incidents in the Lives of Celebrated Fugitive Slaves. (John Passmore Edwards): 2"
282,14,282_carver_dr carver_peanut_dr,1929,1929,From Captivity to Fame or The Life of George Washington Carver (Raleigh H. Merritt): 14
283,14,283_seal_whereof_northup_testimony whereof,1828,1906,"Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853 (Solomon  Northup): 2 | From Slave Cabin to the Pulpit. The Autobiography of Rev. Peter Randolph: the Southern Question Illustrated and Sketches of Slave Life (Peter  Randolph): 2 | Biography of an American Bondman, by His Daughter (Josephine  Brown): 1 | An Autobiography. Bond and Free:  Or, Yearnings for Freedom, from My Green Brier House. Being the Story of My Life in Bondage, and My Life in Freedom (Israel  Campbell): 1 | Frederick Douglass (Booker T. Washington): 1"
284,14,284_toussaint_france_tutor_agent,1826,1878,"The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comprising an Account of the Struggle for Liberty in the Island, and a Sketch of Its History to the Present Period (J. R. Beard): 4 | Toussaint L'Ouverture: A Biography and Autobiography (J. R. Beard): 3 | Biographical Sketches and Interesting Anecdotes of Persons of Colour. To Which is Added, a Selection of Pieces in Poetry (Abigail  Mott): 2 | Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 1 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 1"
285,14,285_party_crawford_convention_republican,1847,1914,"Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 5 | Life and Opinions of Julius Melbourn; with Sketches of the Lives and Characters of Thomas Jefferson, John Quincy Adams, John Randolph, and Several Other Eminent American Statesmen (Julius  Melbourn): 3 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 2 | Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 1 | Frederick Douglass (Charles Waddell Chesnutt): 1"
286,14,286_physician_medical_medicine_patient,1855,1911,"What Experience Has Taught Me: An Autobiography of Thomas William Burton (Thomas William Burton): 5 | Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 5 | My Larger Education: Being Chapters from My Experience (Booker T. Washington): 1 | The Black Man: His Antecedents, His Genius, and His Achievements (William Wells Brown): 1 | Out of the Ditch.  A True Story of an Ex-Slave (J. Vance Lewis): 1"
287,14,287_oath_perjury_truth_crime,1797,1906,"The Address of Abraham Johnstone, a Black Man, Who Was Hanged at Woodbury, in the County of Glocester, and State of New Jersey, on Saturday the the [sic]  8th Day of July Last; to the People of Colour. To Which Is Added His Dying Confession or Declaration. Also, a Copy of a Letter to His Wife, Written the Day Previous to His Execution (Abraham  Johnstone): 4 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 3 | Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 1 | The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comprising an Account of the Struggle for Liberty in the Island, and a Sketch of Its History to the Present Period (J. R. Beard): 1 | Frederick Douglass (Booker T. Washington): 1"
288,14,288_chatham_colour_settlement_mccormick,1851,1926,"Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the United States, Canada, &amp; England (Samuel Ringgold Ward): 5 | My Larger Education: Being Chapters from My Experience (Booker T. Washington): 1 | Homespun Heroines and Other Women of Distinction (Hallie Q. Brown): 1 | Frederick Douglass (Booker T. Washington): 1 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 1"
289,14,289_mr spurgeon_spurgeon_hawkin_brentford,1839,1980,"Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 2 | From Slavery to a Bishopric, or, The Life of Bishop Walter Hawkins of the British Methodist Episcopal Church Canada (S. J. Celestine Edwards): 2 | Three Years in Europe: Or, Places I Have Seen and People I Have Met (William Wells Brown): 1 | My Southern Home: or, The South and Its People (William Wells Brown): 1 | A Slave Girl's Story. Being an Autobiography of Kate Drumgoold (Kate  Drumgoold): 1"
290,14,290_sec_church_member_pastor,1833,1901,"Pastor Henry N. Jeter's Twenty-five Years Experience with the Shiloh Baptist Church and Her History. Corner School and Mary Streets, Newport, R. I. (Henry N. Jeter): 9 | The Life of Rev. John Jasper, Pastor of Sixth Mt. Zion Baptist Church, Richmond, Va., from His Birth to the Present Time, with His Theory on the Rotation of the Sun (Edwin Archer Randolph): 3 | The Life, Experience, and Gospel Labours of the Rt. Rev. Richard Allen. To Which is Annexed the Rise and Progress of the African Methodist Episcopal Church in the United States of America. Containing a Narrative of the Yellow Fever in the Year of Our Lord 1793: With an Address to the People of Colour in the United States (Richard  Allen): 2"
291,14,291_kinsley_london_pie_wale,1853,1929,"My Larger Education: Being Chapters from My Experience (Booker T. Washington): 2 | The American Fugitive in Europe. Sketches of Places and People Abroad (William Wells Brown): 2 | Twenty-Eight Years a Slave, or The Story of My Life in Three Continents (Thomas L. Johnson): 2 | Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the United States, Canada, &amp; England (Samuel Ringgold Ward): 2 | Before the War, and After the Union.  An Autobiography (Sam  Aleckson): 1"
292,14,292_jim_sar_knowls jim_knowls,1831,1892,"My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 2 | Buried Alive (Behind Prison Walls) for a Quarter of a Century: Life of William Walker (William  Walker): 2 | The Martyrs, and the Fugitive; or a Narrative of the Captivity, Sufferings, and Death of an African Family, and the Slavery and Escape of Their Son (S. H. Platt): 2 | Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West (Austin  Steward): 1 | Narrative of Henry Box Brown, Who Escaped from Slavery, Enclosed in a Box 3 Feet Long and 2 Wide. Written from a Statement of Facts Made by Himself. With Remarks Upon the Remedy for Slavery. By Charles Stearns (Henry Box Brown): 1"
